policy,win_rate,draw_rate,sap_mean,sap_std,sbf_mean,mecha_mean,cv_mean,n_episodes
PassingMain_v2,0.754,0.188,93.27841666666667,1.7623332362189825,18.552,0.1279930943260628,0.07946177727842027,500
GKBug_v0,0.688,0.292,61.14516666666666,13.581868862414106,32.072,0.06428431074624828,0.010777427574255325,500
GKBug_v3,0.578,0.35,54.9877,19.211659349871535,27.3015,0.06818607359722427,0.01007371289030579,500
GKBug_v2,0.566,0.334,55.75935,20.73917886692516,25.644,0.06778433135081066,0.010108162809821805,500
