policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
GKBug_v0,0,0,0,1,0,59.975,32.25,0.0825738730318945,0.016214229829679058
GKBug_v0,0,1,1,0,0,69.74166666666667,19.25,0.06310760026582357,0.008737145083476722
GKBug_v0,0,2,1,0,0,57.34166666666667,53.75,0.09193886419512962,0.01992693672444972
GKBug_v0,0,3,0,1,0,99.60833333333333,3.5,0.0,1.3629860427139153e-05
GKBug_v0,0,4,1,0,0,67.95,40.25,0.06144194487897229,0.01702820896174012
GKBug_v0,0,5,0,1,0,68.28333333333333,37.75,0.05692650016962751,0.012946304820714627
GKBug_v0,0,6,1,0,0,72.19166666666666,39.75,0.05995126454469181,0.01470271310383974
GKBug_v0,0,7,1,0,0,69.49166666666666,45.5,0.05754849994076264,0.011820244294074266
GKBug_v0,0,8,0,1,0,62.050000000000004,39.5,0.08067159594614602,0.017810002660059138
GKBug_v0,0,9,0,1,0,74.50833333333333,3.75,0.0,0.00020845926472936905
GKBug_v0,0,10,0,1,0,51.075,30.5,0.07272343726362605,0.02081412121448854
GKBug_v0,0,11,0,1,0,65.375,44.0,0.08451011448449988,0.016367208850035196
GKBug_v0,0,12,0,1,0,43.25,21.0,0.05910607529878782,0.0074131627652940894
GKBug_v0,0,13,1,0,0,65.925,33.75,0.052066839958123286,0.010224425597577911
GKBug_v0,0,14,1,0,0,76.78333333333333,44.0,0.07568751144581813,0.009575474365325808
GKBug_v0,0,15,0,0,1,68.26666666666667,19.75,0.06412410843601447,0.003158375012724463
GKBug_v0,0,16,0,1,0,68.24166666666667,38.75,0.07881837250217999,0.012424907273910548
GKBug_v0,0,17,1,0,0,66.25833333333333,31.5,0.07012013735383464,0.012610980539333575
GKBug_v0,0,18,1,0,0,69.525,36.0,0.06505740961123217,0.01154200595528259
GKBug_v0,0,19,0,1,0,92.60833333333333,10.5,0.03399754006311387,0.004275066170323225
GKBug_v0,0,20,1,0,0,64.725,30.25,0.06706638491038917,0.008256981038495544
GKBug_v0,0,21,0,1,0,75.38333333333334,49.0,0.053609876881109575,0.018528461874911188
GKBug_v0,0,22,0,1,0,48.625,4.5,0.03739509046074553,0.00018577223547400253
GKBug_v0,0,23,1,0,0,74.01666666666667,15.75,0.049911875467969116,0.0006761902619746277
GKBug_v0,0,24,1,0,0,67.04166666666667,44.25,0.05513997760350765,0.013823783501620513
GKBug_v0,1,0,1,0,0,58.791666666666664,51.75,0.06917019025695946,0.012551752584515501
GKBug_v0,1,1,1,0,0,59.64166666666667,46.75,0.06390842092367029,0.012248934256902613
GKBug_v0,1,2,1,0,0,46.916666666666664,56.5,0.05862990701125782,0.012099961193681182
GKBug_v0,1,3,1,0,0,60.25,59.25,0.06783134693669032,0.014026239256726103
GKBug_v0,1,4,0,1,0,49.86666666666667,1.0,0.04566871324499824,0.00038002168010561313
GKBug_v0,1,5,1,0,0,59.63333333333334,52.0,0.07064611963633625,0.010929090230664677
