policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
GKBug_v0,0,0,1,0,0,51.79166666666667,19.0,0.05831887076564026,0.007725693656034731
GKBug_v0,0,1,0,1,0,99.55833333333334,2.0,0.0,9.699734088300598e-05
GKBug_v0,0,2,1,0,0,55.65,27.75,0.05015065397879838,0.005863674160577005
GKBug_v0,0,3,1,0,0,48.425000000000004,27.0,0.07795976348974128,0.007509194367236857
GKBug_v0,0,4,0,1,0,50.349999999999994,6.75,0.04673286971102872,0.0007163932398767739
GKBug_v0,0,5,1,0,0,54.675,53.25,0.05267903200203764,0.015757178174632
GKBug_v0,0,6,1,0,0,84.91666666666666,15.5,0.06439905915316159,0.010658825866700092
GKBug_v0,0,7,0,1,0,99.44166666666666,2.5,0.0,0.00013433224670497898
GKBug_v0,0,8,1,0,0,63.23333333333333,48.5,0.056329361194266285,0.016998043567347264
GKBug_v0,0,9,1,0,0,54.833333333333336,59.0,0.06363305673119886,0.012645482026934041
GKBug_v0,0,10,0,1,0,49.833333333333336,1.0,0.052775213965335854,0.0003421893235339256
GKBug_v0,0,11,1,0,0,56.791666666666664,25.75,0.04041045776643525,0.011800151297566707
GKBug_v0,0,12,1,0,0,56.225,22.25,0.06667249236018685,0.012303050701903007
GKBug_v0,0,13,1,0,0,57.025000000000006,67.25,0.07024233914879503,0.008182162509758957
GKBug_v0,0,14,1,0,0,57.91666666666667,61.25,0.08077768044526969,0.016403680672629282
GKBug_v0,0,15,1,0,0,67.15,39.5,0.05651449084011173,0.015205938139668189
GKBug_v0,0,16,0,1,0,49.525000000000006,4.0,0.041421670125998684,0.0007922084899063897
GKBug_v0,0,17,1,0,0,59.30833333333333,49.5,0.05206122215834681,0.010544013506024418
GKBug_v0,0,18,1,0,0,47.81666666666667,37.0,0.04815489750679266,0.004891070184325445
GKBug_v0,0,19,1,0,0,52.53333333333333,51.75,0.07617153743610537,0.01255073013519275
GKBug_v0,0,20,1,0,0,55.708333333333336,61.0,0.0687030128353873,0.009916558209248062
GKBug_v0,0,21,0,1,0,77.44166666666666,12.0,0.033469137656393595,0.005621989647265541
GKBug_v0,0,22,1,0,0,29.349999999999998,14.25,0.055138552726250775,0.003670836421487477
GKBug_v0,0,23,1,0,0,45.55833333333334,31.0,0.0541811568789717,0.014486846617589689
GKBug_v0,0,24,1,0,0,51.583333333333336,45.25,0.07680280699880869,0.016225459035955996
GKBug_v0,1,0,1,0,0,41.325,33.0,0.04842346875480688,0.010871338590868605
GKBug_v0,1,1,1,0,0,56.49166666666666,54.25,0.06247014745593701,0.014587850869005544
GKBug_v0,1,2,1,0,0,57.425000000000004,30.75,0.06020279428051539,0.0066639291435013626
GKBug_v0,1,3,0,1,0,74.93333333333332,4.25,0.05861981825500522,0.00014479433351906093
GKBug_v0,1,4,0,1,0,49.583333333333336,5.25,0.0646100657017432,0.002401627136414761
GKBug_v0,1,5,1,0,0,67.16666666666666,48.25,0.05106033868246673,0.012960701017019152
GKBug_v0,1,6,0,1,0,45.824999999999996,13.25,0.05525564405887711,0.006478138330215963
GKBug_v0,1,7,1,0,0,61.633333333333326,35.25,0.05479731875319733,0.016674812914943094
GKBug_v0,1,8,1,0,0,49.166666666666664,24.75,0.052996810538367876,0.007138127914625505
GKBug_v0,1,9,1,0,0,53.98333333333334,73.0,0.060618546305559406,0.017458868688860905
GKBug_v0,1,10,1,0,0,52.43333333333333,51.25,0.05846978558012639,0.011835439896745868
GKBug_v0,1,11,1,0,0,61.18333333333334,56.0,0.05762795188076321,0.020549421270773745
GKBug_v0,1,12,1,0,0,61.175000000000004,48.5,0.07093516135035507,0.011981248977291492
GKBug_v0,1,13,1,0,0,69.58333333333333,60.0,0.08550327196932982,0.01024871913640726
GKBug_v0,1,14,1,0,0,63.74166666666666,23.75,0.06156694640394781,0.010500495200332957
GKBug_v0,1,15,0,1,0,57.45,19.5,0.04106323528092403,0.0045959101245
GKBug_v0,1,16,1,0,0,60.25,43.25,0.08132242278880845,0.013514452415943264
GKBug_v0,1,17,1,0,0,63.075,58.5,0.0673744336548695,0.01873987044954479
GKBug_v0,1,18,1,0,0,43.99166666666667,8.25,0.06438758650766799,0.006603182351670384
GKBug_v0,1,19,1,0,0,60.31666666666666,50.25,0.06630013013402496,0.010533837220135992
GKBug_v0,1,20,0,1,0,49.858333333333334,1.0,0.04579986960896025,0.00021319615922512963
GKBug_v0,1,21,1,0,0,51.43333333333333,25.25,0.05895331848729291,0.010451632957533883
GKBug_v0,1,22,1,0,0,58.58333333333333,48.5,0.06671167932125796,0.008529734890520325
GKBug_v0,1,23,1,0,0,51.66666666666667,49.5,0.05760437398736843,0.02046080459845755
GKBug_v0,1,24,1,0,0,50.16666666666667,4.75,0.05676502014648185,0.0009726589435436177
GKBug_v0,2,0,0,1,0,50.175000000000004,6.0,0.04375772290388321,0.001799412291011461
GKBug_v0,2,1,1,0,0,61.625,49.0,0.08078736450491462,0.01345073980275367
