policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
PassingMain_v2,9,0,1,0,0,93.49166666666666,15.5,0.13121385561002383,0.08603115464768454
PassingMain_v2,9,1,0,1,0,93.25833333333333,18.5,0.11200942509167067,0.07541430589244967
PassingMain_v2,9,2,0,1,0,95.06666666666666,14.0,0.15047102113750868,0.08280451339887575
PassingMain_v2,9,3,1,0,0,91.41666666666667,18.5,0.1134756764215759,0.09030569275565943
PassingMain_v2,9,4,1,0,0,93.66666666666667,17.5,0.13515178572633837,0.10957766631974383
PassingMain_v2,9,5,1,0,0,95.29166666666666,23.5,0.0997026379508256,0.07832487576763875
PassingMain_v2,9,6,1,0,0,91.98333333333333,19.0,0.1185457102999632,0.08235203154317662
PassingMain_v2,9,7,0,1,0,94.85,14.0,0.11998846949292157,0.06949307682011596
PassingMain_v2,9,8,1,0,0,94.175,17.75,0.12240952468449796,0.07100879738692194
PassingMain_v2,9,9,1,0,0,90.70833333333333,20.25,0.12696933044009906,0.07081391570545377
PassingMain_v2,9,10,1,0,0,92.90833333333333,18.5,0.12723027075472357,0.06100338285410664
PassingMain_v2,9,11,1,0,0,93.93333333333334,16.5,0.1187099793683907,0.0809605709642104
PassingMain_v2,9,12,1,0,0,93.63333333333334,18.75,0.11297141394438472,0.054968861950293255
PassingMain_v2,9,13,1,0,0,95.93333333333334,14.25,0.12224980584082909,0.07797295101584259
PassingMain_v2,9,14,0,1,0,89.49166666666667,19.0,0.17824189874565705,0.10244213020714985
PassingMain_v2,9,15,1,0,0,94.50833333333334,21.0,0.14531786377478,0.09045362786482106
PassingMain_v2,9,16,1,0,0,92.20833333333334,28.5,0.12368856586917777,0.1026153693685716
PassingMain_v2,9,17,0,0,1,94.78333333333333,15.0,0.10547500850513447,0.1118197795506226
PassingMain_v2,9,18,1,0,0,90.80833333333334,29.5,0.13689259443142274,0.07172325514863669
PassingMain_v2,9,19,0,0,1,93.54166666666667,15.0,0.13472152570311619,0.08328710889216684
PassingMain_v2,9,20,1,0,0,92.89166666666667,17.0,0.16911965553108826,0.08078228670617234
PassingMain_v2,9,21,1,0,0,93.71666666666667,18.5,0.11910636585401858,0.06700650146327655
PassingMain_v2,9,22,1,0,0,92.35,22.5,0.11892689115393175,0.11615448388488979
PassingMain_v2,9,23,1,0,0,94.1,15.5,0.11524926214881355,0.07326621541012455
PassingMain_v2,9,24,1,0,0,92.93333333333334,19.25,0.1232541534413154,0.08224736402623023
