policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
GKBug_v2,14,0,0,1,0,50.2,18.5,0.07450871990152048,0.010204797871870192
GKBug_v2,14,1,0,1,0,74.73333333333333,1.75,0.0,0.0003858153309268795
GKBug_v2,14,2,1,0,0,67.84166666666667,39.75,0.08758098322989,0.0174446557904997
GKBug_v2,14,3,1,0,0,42.775,20.25,0.1153235750634445,0.005248494135320114
GKBug_v2,14,4,0,1,0,73.90833333333333,32.5,0.062121888619992745,0.016962332462604483
GKBug_v2,14,5,0,1,0,28.316666666666666,8.25,0.0793809576111101,0.011367478501948832
GKBug_v2,14,6,0,1,0,51.68333333333334,16.0,0.056903432743361834,0.008152537400275925
GKBug_v2,14,7,0,1,0,37.06666666666666,4.25,0.08096161658706773,0.003947108712437546
GKBug_v2,14,8,0,0,1,67.30000000000001,46.25,0.08853181652016019,0.01907163232242839
GKBug_v2,14,9,0,1,0,33.108333333333334,12.75,0.03337855281928006,0.004810849847793305
GKBug_v2,14,10,0,1,0,77.075,15.75,0.07472698975252953,0.015153636105317822
GKBug_v2,14,11,0,0,1,39.891666666666666,7.25,0.1733481114410819,0.003737577457493319
GKBug_v2,14,12,0,1,0,16.425,10.0,0.08027132890702512,0.009043433127058603
GKBug_v2,14,13,1,0,0,75.9,9.25,0.059028652090486494,0.0016653302994531483
GKBug_v2,14,14,0,1,0,54.93333333333334,24.5,0.07472649228127828,0.01486261050105665
GKBug_v2,14,15,0,1,0,67.80000000000001,35.75,0.06972993407009734,0.009224589771784007
GKBug_v2,14,16,0,0,1,46.475,23.75,0.0730046141995143,0.0120833586989102
GKBug_v2,14,17,1,0,0,66.93333333333334,36.25,0.060750018512386574,0.010628691705175332
GKBug_v2,14,18,1,0,0,70.90833333333333,41.0,0.08624984738201065,0.009186994018125626
GKBug_v2,14,19,1,0,0,44.11666666666667,16.5,0.07194456207426358,0.008056861858982543
GKBug_v2,14,20,0,0,1,46.24166666666667,23.0,0.07716208780678432,0.013196411512089458
GKBug_v2,14,21,0,1,0,89.275,16.0,0.06835485727642002,0.010127367193564508
GKBug_v2,14,22,1,0,0,29.391666666666666,6.5,0.05131051677605872,0.0033872283333151697
GKBug_v2,14,23,0,1,0,28.758333333333336,1.75,0.06355462284286917,0.0017251670423444308
GKBug_v2,14,24,0,1,0,61.133333333333326,28.25,0.04299826367660928,0.008883975378365013
