policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
GKBug_v2,0,0,1,0,0,44.208333333333336,21.25,0.03925336968716046,0.008237597201536257
GKBug_v2,0,1,1,0,0,19.275000000000002,16.0,0.045239350496634224,0.0049955523950953925
GKBug_v2,0,0,1,0,0,63.075,47.75,0.06854642415730049,0.014066424156211624
GKBug_v2,0,1,0,1,0,8.883333333333333,7.0,0.05591109609975181,0.001534687731167948
GKBug_v2,0,2,1,0,0,70.03333333333333,39.25,0.06520561086143174,0.012031366567790504
GKBug_v2,0,3,1,0,0,59.54166666666667,63.5,0.06858639128613066,0.014050508241052273
GKBug_v2,0,4,1,0,0,43.325,27.0,0.0792875613056807,0.009021718494985488
GKBug_v2,0,5,1,0,0,59.333333333333336,52.5,0.057329423603165806,0.009209536152777828
GKBug_v2,0,6,1,0,0,63.141666666666666,20.75,0.060070486410463114,0.008854973878319992
GKBug_v2,0,7,1,0,0,61.95,57.75,0.07012800081466466,0.008571987526850813
GKBug_v2,0,8,1,0,0,88.35833333333333,10.5,0.04525473058909068,0.0037623069598582684
GKBug_v2,0,9,1,0,0,45.891666666666666,29.25,0.0725705809721706,0.015348550264769424
GKBug_v2,0,10,1,0,0,89.55,12.0,0.060420842905790154,0.003933927334664743
GKBug_v2,0,11,1,0,0,56.36666666666667,42.75,0.08634675840455146,0.011850840583794833
GKBug_v2,0,12,1,0,0,61.70833333333333,42.75,0.06385459794813997,0.012033558902920868
GKBug_v2,0,13,1,0,0,26.724999999999998,14.75,0.07601165591111737,0.009463990311021802
GKBug_v2,0,14,1,0,0,48.41666666666667,24.5,0.04074080135845057,0.00841400862521746
GKBug_v2,0,15,0,1,0,97.59166666666667,4.0,0.08521190157159457,0.00015292028508301624
GKBug_v2,0,16,1,0,0,38.13333333333333,38.25,0.07321850767523486,0.007607687615419864
GKBug_v2,0,17,1,0,0,70.825,45.25,0.06623185460454435,0.012541121911384356
GKBug_v2,0,18,0,1,0,33.46666666666667,15.25,0.044648792466544206,0.003369311416347152
GKBug_v2,0,19,0,1,0,1.9666666666666666,2.5,0.03454144452247674,0.0002409685123075102
GKBug_v2,0,20,1,0,0,57.62500000000001,47.25,0.0664689514114979,0.02742165116437448
GKBug_v2,0,21,1,0,0,31.3,28.75,0.12112139597628924,0.01657266277241926
GKBug_v2,0,22,0,1,0,73.175,8.75,0.07238104470057917,0.009118713750385142
GKBug_v2,0,23,1,0,0,30.083333333333336,9.25,0.05290921387417914,0.0020632294741594944
GKBug_v2,0,24,1,0,0,59.53333333333334,57.25,0.0649461731344658,0.020907339449532665
GKBug_v2,0,0,1,0,0,44.95,25.5,0.052846104837083754,0.01232519668043745
GKBug_v2,0,1,0,1,0,99.53333333333333,2.0,0.0,0.00036094000196963515
GKBug_v2,0,2,0,1,0,96.76666666666667,3.5,0.06447252680672376,0.0005175502425238623
GKBug_v2,0,3,0,1,0,39.900000000000006,8.5,0.04858454035294305,0.004226106711369399
GKBug_v2,0,4,1,0,0,46.916666666666664,20.25,0.07843051861678797,0.018692861801150328
GKBug_v2,0,5,0,0,1,47.55833333333334,17.25,0.05433512767469487,0.0065317585280638595
GKBug_v2,0,6,1,0,0,59.075,39.0,0.07032722020674145,0.023332584385561565
GKBug_v2,0,7,0,1,0,29.458333333333332,3.25,0.12347549330342629,0.0013095964066566217
GKBug_v2,0,8,0,1,0,50.79166666666667,35.0,0.05751390878793515,0.01684034079879318
GKBug_v2,0,9,0,1,0,58.59166666666666,24.75,0.02555592497188206,0.019271369364652357
GKBug_v2,0,10,1,0,0,66.83333333333333,36.75,0.08315596869707206,0.016886588590168304
GKBug_v2,0,11,0,0,1,73.425,38.5,0.08280197265125513,0.01603170037008898
GKBug_v2,0,12,1,0,0,49.875,30.75,0.09061332028183966,0.02155732178511101
GKBug_v2,0,13,0,0,1,61.9,27.75,0.07318498020868831,0.015552091362347774
GKBug_v2,0,14,0,1,0,42.266666666666666,12.75,0.07534026835674437,0.005806136430743385
GKBug_v2,0,15,0,0,1,47.16666666666667,20.75,0.05462694162286836,0.009940092223675692
GKBug_v2,0,16,0,1,0,29.483333333333334,5.25,0.09576232743906231,0.00710952429807327
GKBug_v2,0,17,0,1,0,46.6,28.5,0.04903968817309015,0.012914420721254368
GKBug_v2,0,18,0,1,0,25.525,2.25,0.045859966410698345,0.0004658224729328451
GKBug_v2,0,19,0,1,0,61.43333333333333,39.5,0.07042644167439226,0.017616821533748665
GKBug_v2,0,20,0,1,0,45.233333333333334,29.5,0.06920470333206843,0.013627636237422512
GKBug_v2,0,21,0,1,0,50.29166666666667,3.0,0.0,0.00020835637177067973
GKBug_v2,0,22,0,1,0,97.83333333333334,3.5,0.07559499810341425,0.0003011807157255915
GKBug_v2,0,23,1,0,0,54.275,45.5,0.06740444059574512,0.011812833313917262
GKBug_v2,0,24,0,1,0,35.31666666666667,10.0,0.03316588057296622,0.0053689337541232155
