policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
GKBug_v2,2,0,1,0,0,25.733333333333334,20.5,0.11670061260937109,0.0048577679742766704
GKBug_v2,2,1,0,1,0,98.88333333333334,2.5,0.0,0.00026069600762048984
GKBug_v2,2,2,0,1,0,22.883333333333333,15.5,0.09943877423215529,0.006066366305742377
GKBug_v2,2,3,1,0,0,73.2,36.0,0.06058826295473298,0.009046939104309013
GKBug_v2,2,4,1,0,0,62.55,51.25,0.06016428135577094,0.014813370140761619
GKBug_v2,2,5,1,0,0,71.99166666666666,39.0,0.08246530063543274,0.014970877554641843
GKBug_v2,2,6,1,0,0,6.841666666666667,11.0,0.05957299776424289,0.0023495874306989056
GKBug_v2,2,7,1,0,0,62.416666666666664,33.25,0.0697233337191571,0.02987238135221159
GKBug_v2,2,8,1,0,0,44.55,27.75,0.04295697193052159,0.006555487294154115
GKBug_v2,2,9,0,1,0,11.316666666666666,8.0,0.05707959768707972,0.009529951527434122
GKBug_v2,2,10,1,0,0,66.425,37.75,0.06116092135493755,0.010745197765547538
GKBug_v2,2,11,0,1,0,54.641666666666666,6.0,0.09102753812449714,0.004646280500106077
GKBug_v2,2,12,0,1,0,65.45,33.75,0.0606434868672859,0.01852957899877111
GKBug_v2,2,13,0,1,0,39.56666666666667,18.25,0.052927520026743315,0.012752910021127219
GKBug_v2,2,14,1,0,0,60.175,34.0,0.0837638352662536,0.011461616738403601
GKBug_v2,2,15,0,0,1,70.03333333333333,20.25,0.07442780749031983,0.012735724388837796
GKBug_v2,2,16,1,0,0,72.10833333333333,38.5,0.0542500514700209,0.007964206019359594
GKBug_v2,2,17,1,0,0,62.083333333333336,44.75,0.06943609648516276,0.010047760454302187
GKBug_v2,2,18,0,1,0,30.599999999999998,8.25,0.08149013813482396,0.003737064206084742
GKBug_v2,2,19,1,0,0,64.20833333333333,55.5,0.09123239232790735,0.023855705259900942
GKBug_v2,2,20,0,1,0,65.55,28.75,0.05207461388140685,0.028067122467110604
GKBug_v2,2,21,0,1,0,99.75,1.5,0.0,0.0003995814118756162
GKBug_v2,2,22,1,0,0,63.40833333333333,43.25,0.06212454424797693,0.010955283972488586
GKBug_v2,2,23,0,1,0,43.28333333333333,15.25,0.09783784806065833,0.005783841223391636
GKBug_v2,2,24,0,1,0,98.21666666666667,3.5,0.07249135894592279,0.0004661921642769126
GKBug_v2,2,0,1,0,0,39.2,44.5,0.061082640084078293,0.0069071228697561455
GKBug_v2,2,1,1,0,0,90.45833333333333,12.5,0.06733487082715243,0.007688532113541378
GKBug_v2,2,2,1,0,0,60.241666666666674,46.0,0.06924746873286407,0.02051615871603587
GKBug_v2,2,3,0,1,0,32.61666666666667,6.25,0.03236670831956708,0.0036645338018199795
GKBug_v2,2,4,1,0,0,59.25,69.75,0.07225327159251335,0.010782667357423887
GKBug_v2,2,5,1,0,0,43.6,42.25,0.0487213762347267,0.011256910053177973
GKBug_v2,2,6,1,0,0,26.558333333333334,3.25,0.03510764565507697,0.000676599503658482
GKBug_v2,2,7,1,0,0,57.891666666666666,38.0,0.07336035009043032,0.014451913263090121
GKBug_v2,2,8,1,0,0,59.291666666666664,55.75,0.06357871449102809,0.008151924784390564
GKBug_v2,2,9,0,1,0,8.291666666666666,13.5,0.03683478631161077,0.009872582258056034
GKBug_v2,2,10,1,0,0,52.44166666666666,37.25,0.05421745410982921,0.007931023328206792
GKBug_v2,2,11,1,0,0,88.68333333333334,13.5,0.057674067377726145,0.0024532460356140586
GKBug_v2,2,12,1,0,0,60.650000000000006,47.5,0.05953766380382155,0.017458161423243995
GKBug_v2,2,13,1,0,0,57.18333333333333,46.0,0.05487386852515432,0.012676269739046156
GKBug_v2,2,14,1,0,0,4.324999999999999,7.0,0.034706124375230345,0.0007178245631614499
GKBug_v2,2,15,1,0,0,40.90833333333334,21.0,0.06352170412496805,0.00823870001545057
GKBug_v2,2,16,1,0,0,95.89999999999999,7.0,0.06962540586799132,0.0008976790798032879
GKBug_v2,2,17,0,1,0,71.45,4.75,0.05630308618869206,0.0007028429926180837
GKBug_v2,2,18,1,0,0,29.425,4.75,0.06916202738844315,0.00282933539829052
GKBug_v2,2,19,0,1,0,39.975,10.25,0.0904157394304195,0.007000458381689308
GKBug_v2,2,20,1,0,0,56.24166666666667,52.25,0.055104155897580956,0.012066193282305527
GKBug_v2,2,21,0,1,0,69.85,11.5,0.06502999893811304,0.00489058935335647
GKBug_v2,2,22,0,1,0,45.30833333333334,7.5,0.03726952070693087,0.001588499189210767
GKBug_v2,2,23,1,0,0,88.175,15.0,0.04339972352985204,0.003968448261022159
GKBug_v2,2,24,1,0,0,56.58333333333333,34.0,0.050863890945637674,0.010277799750374893
