policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
PassingMain_v2,6,0,1,0,0,93.88333333333333,19.0,0.1205170015135818,0.06348603176626391
PassingMain_v2,6,1,1,0,0,93.59166666666667,19.0,0.13346514540122906,0.06833525843680983
PassingMain_v2,6,2,1,0,0,92.51666666666667,22.0,0.11496173289986057,0.08031095918504216
PassingMain_v2,6,3,1,0,0,93.94166666666666,15.5,0.11005825683719694,0.07935904845080147
PassingMain_v2,6,4,0,1,0,93.26666666666667,17.75,0.11647622690739838,0.07323766687516378
PassingMain_v2,6,5,0,1,0,92.925,18.0,0.15032846240519437,0.09217424624518153
PassingMain_v2,6,6,1,0,0,91.55,23.5,0.087422153433843,0.06333966772216165
PassingMain_v2,6,7,1,0,0,91.58333333333334,18.5,0.13148076776840184,0.08935179065573638
PassingMain_v2,6,8,1,0,0,93.63333333333334,19.25,0.10090542303380663,0.07341937461428255
PassingMain_v2,6,9,1,0,0,95.71666666666667,17.0,0.12104159473103474,0.0691504662494177
PassingMain_v2,6,10,1,0,0,93.975,14.75,0.11210464777657389,0.05088549834290662
PassingMain_v2,6,11,1,0,0,92.83333333333333,21.5,0.14522589524714072,0.12566515609882234
PassingMain_v2,6,12,1,0,0,92.81666666666666,20.5,0.11454262121620636,0.07768926553230973
PassingMain_v2,6,13,1,0,0,93.58333333333333,21.5,0.131308512817156,0.074430211350553
PassingMain_v2,6,14,1,0,0,93.43333333333334,20.5,0.12636431082367658,0.0603832722086211
PassingMain_v2,6,15,1,0,0,93.30000000000001,20.0,0.1508199292243666,0.06728221004450072
PassingMain_v2,6,16,1,0,0,92.975,18.0,0.13335596644584743,0.0850429502372806
PassingMain_v2,6,17,0,1,0,87.91666666666667,27.0,0.1727606840371676,0.12105036233794841
PassingMain_v2,6,18,1,0,0,94.325,19.0,0.11311260105864826,0.07722332554394302
PassingMain_v2,6,19,1,0,0,91.08333333333334,24.0,0.11598995958289397,0.0694680863117105
PassingMain_v2,6,20,1,0,0,91.60833333333333,20.5,0.11762280028629161,0.06085255888257402
PassingMain_v2,6,21,1,0,0,94.675,16.0,0.09514995436200073,0.05921064080469258
PassingMain_v2,6,22,0,1,0,91.98333333333333,18.0,0.14170214843122933,0.06492689410760573
PassingMain_v2,6,23,1,0,0,94.53333333333333,17.0,0.1474987397238315,0.0763047084004431
PassingMain_v2,6,24,1,0,0,93.58333333333333,20.25,0.1290602410401037,0.10385184249040282
