policy,chunk_id,episode,win,draw,loss,sap,sbf,mecha,cv
PassingMain_v2,11,0,0,1,0,93.75,12.0,0.15856245642917677,0.06844874788841243
PassingMain_v2,11,1,1,0,0,93.05,19.5,0.12614891617669902,0.08575366408757801
PassingMain_v2,11,2,1,0,0,90.53333333333333,25.5,0.08207284545437586,0.05498287675724203
PassingMain_v2,11,3,1,0,0,91.94166666666666,15.0,0.13241004881320675,0.07107692503267012
PassingMain_v2,11,4,0,1,0,92.125,19.75,0.17777291288936375,0.09219214080835599
PassingMain_v2,11,5,1,0,0,93.27499999999999,21.75,0.12069452424946481,0.09011995045449962
PassingMain_v2,11,6,1,0,0,93.975,21.75,0.10951483992430465,0.09644702253007896
PassingMain_v2,11,7,0,1,0,93.29166666666666,19.5,0.1271012824653649,0.09680242699258797
PassingMain_v2,11,8,1,0,0,96.51666666666667,12.25,0.11326848245918332,0.056670082246927336
PassingMain_v2,11,9,1,0,0,94.625,17.0,0.1404618834228874,0.0720024282034898
PassingMain_v2,11,10,1,0,0,92.475,16.25,0.12367594730845524,0.08363614921444547
PassingMain_v2,11,11,1,0,0,94.68333333333334,17.25,0.10797621130902849,0.06810123459016576
PassingMain_v2,11,12,1,0,0,94.025,20.25,0.13233985192007464,0.09003031555672308
PassingMain_v2,11,13,1,0,0,94.63333333333334,23.5,0.11123617342852052,0.06343146832841758
PassingMain_v2,11,14,1,0,0,95.025,18.5,0.09833519207191321,0.07674891912386625
PassingMain_v2,11,15,1,0,0,90.25,27.0,0.10277743935401532,0.08064682373611264
PassingMain_v2,11,16,1,0,0,93.64166666666667,12.0,0.1380870801513345,0.048810664396538625
PassingMain_v2,11,17,1,0,0,92.525,16.5,0.14074674995728798,0.08843352117234508
PassingMain_v2,11,18,1,0,0,93.30833333333334,20.0,0.12243627010433267,0.06040158413639375
PassingMain_v2,11,19,1,0,0,93.68333333333332,16.5,0.13065986939835653,0.10518047783468826
PassingMain_v2,11,20,1,0,0,92.98333333333333,22.5,0.1273195323986518,0.08866514818273241
PassingMain_v2,11,21,0,1,0,94.075,21.25,0.13127839835628136,0.09276357340505235
PassingMain_v2,11,22,1,0,0,92.26666666666667,25.0,0.14307495739570616,0.1079936793811453
PassingMain_v2,11,23,1,0,0,94.53333333333333,16.0,0.1252594151798384,0.08559862250881659
PassingMain_v2,11,24,0,1,0,94.15833333333333,16.0,0.13141772825622072,0.06677337258909238
