episode_id,context_label,n_steps,sap,mecha
1,early_neutral,3001,16.427857380873043,0.12154551982084674
2,early_neutral,3001,18.12729090303232,0.09702797235353922
3,early_neutral,3001,11.729423525491503,0.10415889533775047
4,early_neutral,3001,22.125958013995334,0.09816708666449801
5,early_neutral,3001,5.7647450849716755,0.09935677016875585
