context_label,episode_id,step,t_norm,delta_score,sprint_bits,position,possession
early_neutral,2,0,1.0,0,[0],"[[-1.0110293626785278, -0.0], [-0.040441177785396576, 0.04065071418881416], [-0.040441177785396576, -0.04065071418881416], [-0.10110294073820114, -0.10162678360939026], [-0.10110294073820114, 0.10162678360939026]]",False
early_neutral,2,1,0.9996667777407531,0,[0],"[[-1.0110293626785278, -0.0], [-0.039530977606773376, 0.03973580151796341], [-0.040441177785396576, -0.04065071418881416], [-0.10110294073820114, -0.10162678360939026], [-0.10110294073820114, 0.10162678360939026]]",False
early_neutral,2,2,0.9993335554815062,0,[0],"[[-1.0106345415115356, 3.3989328278999364e-12], [-0.03711819648742676, 0.03731051832437515], [-0.040441177785396576, -0.04065071418881416], [-0.10149228572845459, -0.10002535581588745], [-0.10105115175247192, 0.1018138900399208]]",False
early_neutral,2,3,0.9990003332222592,0,[0],"[[-1.0068784952163696, 2.794678030659803e-11], [-0.03403624892234802, 0.03417549654841423], [-0.040441177785396576, -0.04065071418881416], [-0.10202428698539734, -0.09722750633955002], [-0.10074635595083237, 0.10398127883672714]]",False
early_neutral,2,4,0.9986671109630123,0,[0],"[[-1.0014904737472534, 4.438801756712074e-11], [-0.032168127596378326, 0.031327564269304276], [-0.040441177785396576, -0.04065071418881416], [-0.1022946909070015, -0.09580513089895248], [-0.10092759132385254, 0.10708622634410858]]",False
early_neutral,2,5,0.9983338887037654,0,[0],"[[-0.9946169853210449, -4.0331812889427e-10], [-0.03178427368402481, 0.029325082898139954], [-0.040441177785396576, -0.04065071418881416], [-0.10212186723947525, -0.09702544659376144], [-0.10165666043758392, 0.11104176193475723]]",False
early_neutral,2,6,0.9980006664445185,0,[0],"[[-0.986401379108429, -8.455182110012061e-10], [-0.03440484404563904, 0.030115913599729538], [-0.040441177785396576, -0.04065071418881416], [-0.10191632807254791, -0.09965250641107559], [-0.10253976285457611, 0.11555738747119904]]",False
early_neutral,2,7,0.9976674441852715,0,[0],"[[-0.9771802425384521, -1.0268140782088153e-09], [-0.039897117763757706, 0.031539060175418854], [-0.040441177785396576, -0.04065071418881416], [-0.10163534432649612, -0.10298372805118561], [-0.10356836766004562, 0.12053222954273224]]",False
early_neutral,2,8,0.9973342219260246,0,[0],"[[-0.9674903154373169, -1.202390631505068e-09], [-0.045815933495759964, 0.03249093517661095], [-0.04038272053003311, -0.04067090526223183], [-0.10097219794988632, -0.10513167828321457], [-0.10471046715974808, 0.12606388330459595]]",False
early_neutral,2,9,0.9970009996667777,0,[0],"[[-0.9569175243377686, -1.2691111495044538e-09], [-0.05134368687868118, 0.031497739255428314], [-0.03758608549833298, -0.04083394259214401], [-0.10066691786050797, -0.10540442168712616], [-0.1051490381360054, 0.13203489780426025]]",False
early_neutral,2,10,0.9966677774075309,0,[0],"[[-0.9460111856460571, -1.474162791836875e-09], [-0.05776973441243172, 0.029332391917705536], [-0.03296131268143654, -0.04062120243906975], [-0.09972189366817474, -0.10340102761983871], [-0.10456958413124084, 0.13800083100795746]]",False
early_neutral,2,11,0.996334555148284,0,[0],"[[-0.9346734285354614, -1.554731787756225e-09], [-0.06405823677778244, 0.026071172207593918], [-0.02686706930398941, -0.04063854366540909], [-0.09839028865098953, -0.10039248317480087], [-0.10308672487735748, 0.14390155673027039]]",False
early_neutral,2,12,0.996001332889037,0,[0],"[[-0.9227253198623657, -1.774608016091861e-09], [-0.06986939907073975, 0.022188793867826462], [-0.019387489184737206, -0.040663737803697586], [-0.09667571634054184, -0.09644658118486404], [-0.10084439814090729, 0.1496998816728592]]",False
early_neutral,2,13,0.9956681106297901,0,[0],"[[-0.9102458953857422, -2.4888959782032316e-09], [-0.07618627697229385, 0.018264468759298325], [-0.010675642639398575, -0.04067279398441315], [-0.09447207301855087, -0.09165363758802414], [-0.09791234135627747, 0.15536728501319885]]",False
early_neutral,2,14,0.9953348883705432,0,[0],"[[-0.8973493576049805, -2.7242939015792444e-09], [-0.0821215882897377, 0.014216373674571514], [-0.0014844678808003664, -0.04067428037524223], [-0.0917852595448494, -0.08614563941955566], [-0.09457353502511978, 0.1609390825033188]]",False
early_neutral,2,15,0.9950016661112963,0,[0],"[[-0.8841332197189331, -3.5363860728665486e-09], [-0.08704617619514465, 0.010607392527163029], [0.007706709671765566, -0.04067496582865715], [-0.08887841552495956, -0.08047182112932205], [-0.09088017791509628, 0.16640497744083405]]",False
early_neutral,2,16,0.9946684438520493,0,[0],"[[-0.8706738948822021, -3.736440934432039e-09], [-0.0886063203215599, 0.00720751890912652], [0.016897883266210556, -0.04067506641149521], [-0.08584768325090408, -0.07482551783323288], [-0.08827047049999237, 0.1701105386018753]]",False
early_neutral,2,17,0.9943352215928024,0,[0],"[[-0.8579984307289124, -3.69891273166445e-09], [-0.08738315105438232, 0.0031999016646295786], [0.02608906291425228, -0.04067510738968849], [-0.08270740509033203, -0.06920460611581802], [-0.0877402052283287, 0.17086347937583923]]",False
early_neutral,2,18,0.9940019993335555,0,[0],"[[-0.8477044701576233, -3.765307177161503e-09], [-0.08577936887741089, -0.0008544461452402174], [0.03528023511171341, -0.04067511484026909], [-0.07946594059467316, -0.0636080652475357], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,19,0.9936687770743086,0,[0],"[[-0.8383157253265381, -3.2054523479985164e-09], [-0.08403100818395615, -0.004883406218141317], [0.044471412897109985, -0.04067511484026909], [-0.07659121602773666, -0.05879092589020729], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,20,0.9933355548150616,0,[0],"[[-0.8329098224639893, -3.0340783219173773e-09], [-0.08432675153017044, -0.007990420795977116], [0.05366258695721626, -0.04067511484026909], [-0.07419922202825546, -0.05490443855524063], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,21,0.9930023325558147,0,[0],"[[-0.8292723298072815, -2.4773720852522274e-09], [-0.08857234567403793, -0.009850564412772655], [0.06064698472619057, -0.04067264124751091], [-0.07175280898809433, -0.05103233456611633], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,22,0.9926691102965678,0,[0],"[[-0.8278913497924805, -2.7372859676688677e-06], [-0.09379420429468155, -0.012121622450649738], [0.062072452157735825, -0.04067101702094078], [-0.06929857283830643, -0.047216519713401794], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,23,0.9923358880373209,0,[0],"[[-0.8274891376495361, -9.31092017708579e-06], [-0.098253034055233, -0.015971267595887184], [0.062072452157735825, -0.04067101702094078], [-0.06681333482265472, -0.04341226443648338], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,24,0.9920026657780739,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.10313025116920471, -0.02054528333246708], [0.062072452157735825, -0.04067101702094078], [-0.06425786018371582, -0.03955985978245735], [-0.08773092925548553, 0.1708766669034958]]",False
early_neutral,2,25,0.991669443518827,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.10520929098129272, -0.025170784443616867], [0.062072452157735825, -0.04067101702094078], [-0.06130561977624893, -0.03518819436430931], [-0.08696311712265015, 0.17104560136795044]]",False
early_neutral,2,26,0.9913362212595801,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.10350177437067032, -0.029454441741108894], [0.062072452157735825, -0.04067101702094078], [-0.05778242275118828, -0.030078100040555], [-0.08350656181573868, 0.1719721257686615]]",False
early_neutral,2,27,0.9910029990003332,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.100670725107193, -0.03364617004990578], [0.062072452157735825, -0.04067101702094078], [-0.053825169801712036, -0.024441927671432495], [-0.07888094335794449, 0.17354868352413177]]",False
early_neutral,2,28,0.9906697767410862,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.09715310484170914, -0.03855948895215988], [0.0637458935379982, -0.04068872705101967], [-0.049460384994745255, -0.018304217606782913], [-0.07305368036031723, 0.1756696254014969]]",False
early_neutral,2,29,0.9903365544818394,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.09312614053487778, -0.04391586035490036], [0.06815499812364578, -0.040720123797655106], [-0.04472605884075165, -0.011727617122232914], [-0.06598979979753494, 0.17814405262470245]]",False
early_neutral,2,30,0.9900033322225925,0,[0],"[[-0.8274649977684021, -9.91352953860769e-06], [-0.08902541548013687, -0.0492684468626976], [0.07407309114933014, -0.04073319211602211], [-0.039640095084905624, -0.004758581053465605], [-0.05782283842563629, 0.1808762401342392]]",False
