context_label,episode_id,step,t_norm,delta_score,sprint_bits,position,possession
early_neutral,7,0,1.0,0,[0],"[[-1.0110293626785278, -0.0], [0.0, 0.02032535709440708], [0.0, -0.02032535709440708], [-0.10110294073820114, -0.10162678360939026], [-0.10110294073820114, 0.10162678360939026]]",False
early_neutral,7,1,0.9996667777407531,0,[0],"[[-1.0097103118896484, 1.0544939053891422e-11], [5.468565045241292e-10, 0.018993355333805084], [0.0, -0.02032535709440708], [-0.10110294073820114, -0.10162678360939026], [-0.10164743661880493, 0.10225993394851685]]",False
early_neutral,7,2,0.9993335554815062,0,[0],"[[-1.005424976348877, 3.4425622075229256e-11], [1.3364466200371794e-09, 0.016001025214791298], [-2.000199172957906e-10, -0.019467338919639587], [-0.10110294073820114, -0.10162678360939026], [-0.10331910103559494, 0.10447559505701065]]",False
early_neutral,7,3,0.9990003332222592,0,[0],"[[-0.9995788931846619, 4.5692429007093693e-11], [1.5751088211501951e-09, 0.012255201116204262], [-6.492960613613263e-10, -0.016698936000466347], [-0.09936124086380005, -0.10241048783063889], [-0.10524547845125198, 0.10757431387901306]]",False
early_neutral,7,4,0.9986671109630123,0,[0],"[[-0.9922854900360107, -5.665704572166419e-10], [1.12551823416851e-09, 0.00846437830477953], [-8.702969456209075e-10, -0.013084790669381618], [-0.09595780819654465, -0.10408401489257812], [-0.10744570195674896, 0.1114581897854805]]",False
early_neutral,7,5,0.9983338887037654,0,[0],"[[-0.9837011694908142, -9.146694512907061e-10], [3.037612077605445e-05, 0.005835710559040308], [0.0005105679738335311, -0.010333804413676262], [-0.09158333390951157, -0.10643041878938675], [-0.10989269614219666, 0.11595632135868073]]",True
early_neutral,7,6,0.9980006664445185,0,[0],"[[-0.9743693470954895, -1.0876116673941283e-09], [9.508858056506142e-05, 0.004304497502744198], [0.0016367313219234347, -0.008541839197278023], [-0.08611255884170532, -0.10933543741703033], [-0.11242063343524933, 0.12080143392086029]]",True
early_neutral,7,7,0.9976674441852715,0,[0],"[[-0.9644050598144531, -1.2355718670420401e-09], [0.0001243544975295663, 0.003206206252798438], [0.002196858637034893, -0.009092897176742554], [-0.07959243655204773, -0.11270266771316528], [-0.11518403142690659, 0.12628678977489471]]",True
early_neutral,7,8,0.9973342219260246,0,[0],"[[-0.9536177515983582, -1.3266333587225176e-09], [0.00016940402565523982, 0.002010653493925929], [0.003663295181468129, -0.010905028320848942], [-0.07223761826753616, -0.11635617166757584], [-0.11816725879907608, 0.1322486400604248]]",True
early_neutral,7,9,0.9970009996667777,0,[0],"[[-0.9426805973052979, -1.5130194874757308e-09], [0.0005798220518045127, 0.0014959658728912473], [0.005163686815649271, -0.013295764103531837], [-0.06408246606588364, -0.12023334950208664], [-0.1214132085442543, 0.13874807953834534]]",True
early_neutral,7,10,0.9966677774075309,0,[0],"[[-0.9311493039131165, -1.5504494355056408e-09], [0.003217253601178527, 0.0007065602112561464], [0.007252109702676535, -0.016514087095856667], [-0.05542978644371033, -0.1243249773979187], [-0.12488049268722534, 0.1454029083251953]]",True
early_neutral,7,11,0.996334555148284,0,[0],"[[-0.9190320372581482, -2.007257249303507e-09], [0.007681111805140972, 0.0004072435258422047], [0.009616019204258919, -0.020361250266432762], [-0.04669000208377838, -0.1287115216255188], [-0.12871892750263214, 0.15238602459430695]]",True
early_neutral,7,12,0.996001332889037,0,[0],"[[-0.9064158201217651, -2.6143676112866387e-09], [0.013399596326053143, 0.000751594896428287], [0.011318851262331009, -0.025416139513254166], [-0.03760690242052078, -0.13351108133792877], [-0.1328475922346115, 0.15972834825515747]]",True
early_neutral,7,13,0.9956681106297901,0,[0],"[[-0.8934142589569092, -2.9526541212021584e-09], [0.02014078199863434, 0.0013548571150749922], [0.012052358128130436, -0.03135509043931961], [-0.0281804408878088, -0.13864116370677948], [-0.1370614469051361, 0.16741982102394104]]",True
early_neutral,7,14,0.9953348883705432,0,[0],"[[-0.8801179528236389, -3.6826535154688145e-09], [0.026470066979527473, 0.002121160738170147], [0.012185800820589066, -0.03777120262384415], [-0.01855592243373394, -0.14409688115119934], [-0.14128915965557098, 0.17539551854133606]]",True
early_neutral,7,15,0.9950016661112963,0,[0],"[[-0.8665978312492371, -3.6377305612234068e-09], [0.03263947740197182, 0.0036334763281047344], [0.011924984864890575, -0.04472905769944191], [-0.008903153240680695, -0.1498907208442688], [-0.14538219571113586, 0.18362116813659668]]",False
early_neutral,7,16,0.9946684438520493,0,[0],"[[-0.8536597490310669, -0.0008667236543260515], [0.03905823081731796, 0.004560553468763828], [0.011276795528829098, -0.05214779078960419], [0.00029274646658450365, -0.15530166029930115], [-0.14921772480010986, 0.19206692278385162]]",False
