context_label,episode_id,step,t_norm,delta_score,sprint_bits,position,possession
early_neutral,6,0,1.0,0,[0],"[[-1.0110293626785278, -0.0], [0.0, 0.02032535709440708], [0.0, -0.02032535709440708], [-0.10110294073820114, -0.10162678360939026], [-0.10110294073820114, 0.10162678360939026]]",False
early_neutral,6,1,0.9996667777407531,0,[0],"[[-1.0110293626785278, -0.0], [1.7392050299935846e-10, 0.018740758299827576], [0.0, -0.02032535709440708], [-0.1006706953048706, -0.10181447863578796], [-0.10211002081632614, 0.10283345729112625]]",False
early_neutral,6,2,0.9993335554815062,0,[0],"[[-1.0097103118896484, 9.885581242485841e-11], [3.8069492003245387e-10, 0.015645671635866165], [0.0, -0.02032535709440708], [-0.09777618944644928, -0.10315611213445663], [-0.10387767851352692, 0.10531198233366013]]",False
early_neutral,6,3,0.9990003332222592,0,[0],"[[-1.005424976348877, 3.227304534725306e-10], [4.1179573639915645e-10, 0.011891854926943779], [2.5253311832784675e-05, -0.020663097500801086], [-0.09386216104030609, -0.1051463782787323], [-0.10587399452924728, 0.10868190228939056]]",False
early_neutral,6,4,0.9986671109630123,0,[0],"[[-0.9995788931846619, 4.2835363034399165e-10], [4.0079876917342716e-11, 0.008027947507798672], [0.00029132465715520084, -0.022846203297376633], [-0.08895044773817062, -0.1077909916639328], [-0.10813568532466888, 0.11273232102394104]]",False
early_neutral,6,5,0.9983338887037654,0,[0],"[[-0.9922854900360107, -1.872880184272674e-10], [-2.0425965086001696e-10, 0.00528319925069809], [0.0008081018459051847, -0.025396469980478287], [-0.08307788521051407, -0.11104375123977661], [-0.11062559485435486, 0.11737734824419022]]",True
early_neutral,6,6,0.9980006664445185,0,[0],"[[-0.9837011694908142, -5.471840758275448e-10], [-3.207377141656309e-10, 0.003577466821298003], [0.0021386481821537018, -0.028735769912600517], [-0.07642635703086853, -0.11485832929611206], [-0.11320072412490845, 0.12238803505897522]]",True
early_neutral,6,7,0.9976674441852715,0,[0],"[[-0.9743693470954895, -3.520084874253371e-06], [-4.2515788112318376e-10, 0.002616944955661893], [0.004575273487716913, -0.03281388059258461], [-0.06934204697608948, -0.11910820752382278], [-0.1160273477435112, 0.12801669538021088]]",True
early_neutral,6,8,0.9973342219260246,0,[0],"[[-0.9644051194190979, -2.1224483134574257e-05], [-6.013800013526804e-10, 0.0016979060601443052], [0.007933217100799084, -0.037183232605457306], [-0.0617641918361187, -0.12384047359228134], [-0.11910995841026306, 0.1341511458158493]]",True
early_neutral,6,9,0.9970009996667777,0,[0],"[[-0.9536178708076477, -5.707999662263319e-05], [-7.5208306249408e-10, 0.0009124198695644736], [0.01245049200952053, -0.04193101078271866], [-0.054118040949106216, -0.1288011521100998], [-0.12244740128517151, 0.14073145389556885]]",True
early_neutral,6,10,0.9966677774075309,0,[0],"[[-0.9426809549331665, -0.00010126110282726586], [-7.649340605375698e-10, 0.0008504881407134235], [0.018254168331623077, -0.04679397493600845], [-0.046201564371585846, -0.1341356337070465], [-0.12603135406970978, 0.14745165407657623]]",True
early_neutral,6,11,0.996334555148284,0,[0],"[[-0.931149959564209, -0.00015236344188451767], [-7.786915556806662e-10, 0.0007841878687031567], [0.02304440550506115, -0.05169660225510597], [-0.03797493502497673, -0.13983388245105743], [-0.1299912929534912, 0.1545390486717224]]",True
early_neutral,6,12,0.996001332889037,0,[0],"[[-0.9190328121185303, -0.00020885076082777232], [-7.826318482173633e-10, 0.0007651984924450517], [0.02473497949540615, -0.057316794991493225], [-0.029566165059804916, -0.14589574933052063], [-0.1342778503894806, 0.1619638353586197]]",True
early_neutral,6,13,0.9956681106297901,0,[0],"[[-0.906416654586792, -0.0002687173546291888], [-7.831373882716264e-10, 0.0007627622107975185], [0.025454487651586533, -0.06282089650630951], [-0.021113798022270203, -0.15229466557502747], [-0.138939768075943, 0.16964063048362732]]",True
early_neutral,6,14,0.9953348883705432,0,[0],"[[-0.8934151530265808, -0.00033153416006825864], [-7.83462794640144e-10, 0.0007611942710354924], [0.02586938627064228, -0.06699869781732559], [-0.012930432334542274, -0.1591068059206009], [-0.14392521977424622, 0.177503302693367]]",True
early_neutral,6,15,0.9950016661112963,0,[0],"[[-0.8801190257072449, -0.0003960686444770545], [-7.834801696304794e-10, 0.0007611103355884552], [0.026142723858356476, -0.07114700973033905], [-0.005292241461575031, -0.1663779616355896], [-0.14918458461761475, 0.18550100922584534]]",True
early_neutral,6,16,0.9946684438520493,0,[0],"[[-0.8665990233421326, -0.0004618485691025853], [-7.83497600131966e-10, 0.0007610264583490789], [0.026245001703500748, -0.07288471609354019], [0.0017685722559690475, -0.17403529584407806], [-0.15470297634601593, 0.19358691573143005]]",True
early_neutral,6,17,0.9943352215928024,0,[0],"[[-0.852910041809082, -0.0005284853978082538], [-7.834996540445616e-10, 0.0007610163884237409], [0.026245001703500748, -0.07288471609354019], [0.008036182262003422, -0.18208427727222443], [-0.16042351722717285, 0.2017374336719513]]",True
